"source","target","weight","evidence_type"
"S100A6","SRC",0.000495,"Text-mining"
"NR2E1","BCL11A",0.000457,"Experiments"
"CHD1L","H4C4",0.000906,"Experiments"
"CHD1L","H4C9",0.000906,"Experiments"
"ELOVL3","ELOVL7",9e-04,"Databases"
"LPAR3","BDKRB2",4e-04,"Databases"
"SGIP1","AVPR2",0.000499,"Databases"
"SGIP1","CLTCL1",0.00054,"Databases"
"SGIP1","AP3B2",0.00054,"Databases"
"ROR1","ROR2",0.000919,"Experiments + Databases"
"GRIN1","BEGAIN",0.000499,"Databases"
"GRIN1","SHISA6",0.00054,"Databases"
"GRIN1","GRIK2",0.000555,"Databases"
"GRIN1","SRC",0.00057,"Databases"
"GRIN1","CAMK2A",0.000632,"Experiments + Databases"
"GRIN1","NEFL",0.000801,"Databases"
"TREM2","LAT",0.000499,"Databases"
"TFAP2E","TFAP2A",4e-04,"Databases"
"SRC","KITLG",4e-04,"Databases"
"SRC","DDR1",0.000416,"Experiments"
"SRC","CCR3",0.000424,"Text-mining"
"SRC","GAP43",0.000444,"Text-mining"
"SRC","DCC",0.000499,"Databases"
"SRC","CTLA4",0.000499,"Databases"
"NR5A1","WT1",8e-04,"Databases"
"ITPR3","BDKRB2",0.000422,"Text-mining"
"ITPR3","CAMK2A",0.000433,"Experiments"
"ITPR3","TRPC4",0.000457,"Experiments"
"ITPR3","TRPC3",0.000742,"Experiments"
"CA9","SLC16A3",0.000645,"Text-mining"
"PLCH2","PLCD3",0.000499,"Databases"
"NPHS1","DDN",0.000557,"Text-mining"
"TRPC3","TRPC4",0.000987,"Experiments + Databases"
"KRT81","KRT86",4e-04,"Databases"
"ATP8A2","ATP10A",0.00054,"Databases"
"TNNI2","TNNT2",0.000941,"Experiments + Databases"
"KRTAP5-6","KRTAP5-7",0.000591,"Experiments"
"CDH12","CDH22",0.00054,"Databases"
"SIGLEC15","MDGA2",0.000407,"Text-mining"
"SQSTM1","BCL11A",0.000499,"Databases"
"LAMB3","NTNG2",0.00054,"Databases"
"CACNB1","EYA1",0.000483,"Experiments"
"CACNB1","CACNA2D3",0.000609,"Experiments + Databases"
"ASNS","ASRGL1",9e-04,"Databases"
"KIF7","KIF1A",0.00054,"Databases"
"KIF7","KIF26B",0.00054,"Databases"
"QRFPR","QRFP",0.000994,"Databases"
"GRM2","GRM4",0.000943,"Databases"
"HECW1","RNF43",0.000599,"Experiments"
"CACNA1I","GRIK2",0.00054,"Databases"
"UNC5D","DCC",0.000813,"Databases"
"KIF26B","KIF1A",0.00054,"Databases"
"GABRR2","GABRG3",0.000586,"Experiments + Databases"
"GABRR2","GABRA2",0.000586,"Experiments + Databases"
"GULP1","CLTCL1",0.00046,"Text-mining"
"PLCD4","PLCD3",9e-04,"Databases"
"NPNT","FRAS1",8e-04,"Databases"
"SHISA6","GRIK2",0.00054,"Databases"
"AGR2","MUC5B",0.00042,"Experiments"
"AGR2","MUC5AC",0.000467,"Experiments"
"NLGN1","MDGA2",0.000455,"Experiments"
"NLGN1","HOMER3",0.000499,"Databases"
"NLGN1","NRXN3",0.000888,"Experiments + Databases"
"STRC","OTOGL",0.000847,"Databases"
"CKMT2","CKMT1A",0.000813,"Experiments + Databases"
"MYH13","MYH3",0.00072,"Databases"
"ESRP1","KIAA1549",0.000499,"Databases"
"ZNF492","ZNF726",0.000472,"Experiments"
"SERPINE2","KLK13",0.000448,"Experiments"
"MGAM2","MGAM",0.000984,"Databases"
"RIMS2","RIMBP3",0.000489,"Experiments"
"GABRA2","GABRG3",0.00054,"Databases"
"PCDHA3","PCDHA6",0.00068,"Experiments"
"TFF3","MUC5AC",0.000507,"Text-mining"
"TFF3","FCGBP",0.00083,"Experiments"
"GPR61","GJB6",0.000477,"Experiments"
"PCDHA4","PCDHA7",0.000671,"Experiments"
"MUC5B","MUC2",0.000741,"Text-mining"
"MUC5B","MUC5AC",0.000956,"Text-mining"
"HOMER3","NRXN3",0.000499,"Databases"
"CLTCL1","AVPR2",0.000499,"Databases"
"CCR3","CCL15",0.000978,"Experiments + Databases"
"CENPX","H4C9",8e-04,"Experiments"
"CENPX","H4C4",8e-04,"Experiments"
"H4C4","H3C3",0.000942,"Experiments"
"H4C4","H3C8",0.000942,"Experiments"
"H4C4","H4C9",0.000952,"Experiments + Databases"
"FCGBP","MUC2",0.000731,"Text-mining"
"H4C9","H3C3",0.000942,"Experiments"
"H4C9","H3C8",0.000942,"Experiments"
"NEFL","CAMK2A",4e-04,"Databases"
"H3C8","H3C3",9e-04,"Experiments"
"MUC5AC","MUC2",0.000761,"Text-mining"
"TUBA4B","TUBB8B",0.00058,"Experiments + Databases"
"TMIE","TMC1",0.000949,"Databases"
